"icao24","firstseen_datetime","origin","lastseen_datetime","destination","callsign","duration_hours","departure_distance_km","arrival_distance_km","flight_date"
"896217","2026-01-01 04:45:44.000 Asia/Muscat","","2026-01-01 05:27:46.000 Asia/Muscat","OMDB","UAE399  ","0.7","","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"89661e","2026-01-01 04:45:45.000 Asia/Muscat","OMDB","2026-01-01 08:36:25.000 Asia/Muscat","","UAE310  ","3.8","1.900000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8965f8","2026-01-01 04:45:53.000 Asia/Muscat","","2026-01-01 08:32:21.000 Asia/Muscat","OMSJ","ABY503  ","3.8","","2.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"896623","2026-01-01 04:46:26.000 Asia/Muscat","OBBI","2026-01-01 05:35:59.000 Asia/Muscat","OMDB","UAE32J  ","0.8","8.200000","5.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"896195","2026-01-01 04:47:03.000 Asia/Muscat","","2026-01-01 11:50:10.000 Asia/Muscat","OMDB","UAE242  ","7.1","","5.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"700011","2026-01-01 04:47:26.000 Asia/Muscat","OMDB","2026-01-01 05:09:57.000 Asia/Muscat","","KMF902  ","0.4","2.700000","","2026-01-01 04:00:00.000 Asia/Muscat"
"89620e","2026-01-01 04:48:38.000 Asia/Muscat","OMDB","2026-01-01 11:19:22.000 Asia/Muscat","LIMC","UAE101  ","6.5","2.800000","0.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"896209","2026-01-01 04:49:59.000 Asia/Muscat","OMDB","2026-01-01 07:48:49.000 Asia/Muscat","VOYK","UAE1N   ","3.0","3.300000","11.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"51016b","2026-01-01 04:50:33.000 Asia/Muscat","UMMS","2026-01-01 10:11:11.000 Asia/Muscat","OMDB","BRU717  ","5.3","6.500000","4.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"89630d","2026-01-01 04:51:37.000 Asia/Muscat","OMDB","2026-01-01 10:12:21.000 Asia/Muscat","VVGL","UAE394  ","5.3","3.400000","29.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"76cccd","2026-01-01 04:52:36.000 Asia/Muscat","","2026-01-01 08:18:44.000 Asia/Muscat","OMSJ","SIA7396 ","3.4","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"896213","2026-01-01 04:52:48.000 Asia/Muscat","","2026-01-01 05:43:57.000 Asia/Muscat","OMDB","UAE98V  ","0.9","","4.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"800449","2026-01-01 04:53:14.000 Asia/Muscat","VOCI","2026-01-01 08:42:18.000 Asia/Muscat","OMDB","AXB435  ","3.8","1.400000","4.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"8960f4","2026-01-01 04:53:14.000 Asia/Muscat","","2026-01-01 07:14:58.000 Asia/Muscat","OMDB","UAE926  ","2.4","","4.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"896413","2026-01-01 04:53:45.000 Asia/Muscat","","2026-01-01 05:38:46.000 Asia/Muscat","OMSJ","ABY848  ","0.8","","2.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"706075","2026-01-01 04:54:06.000 Asia/Muscat","OMDB","2026-01-01 05:51:55.000 Asia/Muscat","","KAC678  ","1.0","2.800000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8005eb","2026-01-01 04:54:51.000 Asia/Muscat","VIDP","2026-01-01 08:26:48.000 Asia/Muscat","OMDB","AIC929  ","3.5","2.600000","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"896608","2026-01-01 04:55:08.000 Asia/Muscat","OMDB","2026-01-01 06:47:59.000 Asia/Muscat","","FDB301  ","1.9","2.800000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896662","2026-01-01 04:56:06.000 Asia/Muscat","OMDB","2026-01-01 05:55:56.000 Asia/Muscat","","FDB815  ","1.0","2.800000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896482","2026-01-01 04:57:19.000 Asia/Muscat","OMDB","2026-01-01 10:19:57.000 Asia/Muscat","VTBS","UAE376  ","5.4","2.900000","4.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"896625","2026-01-01 04:58:03.000 Asia/Muscat","","2026-01-01 07:42:46.000 Asia/Muscat","OMDB","UAE24   ","2.7","","4.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"4cc54b","2026-01-01 04:58:14.000 Asia/Muscat","OMDW","2026-01-01 11:57:15.000 Asia/Muscat","EBLG","ABD4002 ","7.0","2.100000","2.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964e3","2026-01-01 04:58:40.000 Asia/Muscat","","2026-01-01 05:32:42.000 Asia/Muscat","OMDB","UAE43P  ","0.6","","4.600000","2026-01-01 04:00:00.000 Asia/Muscat"
"89644a","2026-01-01 04:59:11.000 Asia/Muscat","OMDB","2026-01-01 05:21:29.000 Asia/Muscat","","UAE658  ","0.4","3.000000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8963f5","2026-01-01 05:00:38.000 Asia/Muscat","","2026-01-01 05:29:26.000 Asia/Muscat","OMDB","UAE377  ","0.5","","4.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"040065","2026-01-01 05:01:16.000 Asia/Muscat","OMDB","2026-01-01 13:33:34.000 Asia/Muscat","","ETH601  ","8.5","3.500000","","2026-01-01 04:00:00.000 Asia/Muscat"
"4d0103","2026-01-01 05:02:54.000 Asia/Muscat","","2026-01-01 05:48:42.000 Asia/Muscat","OMDW","CLX9EW  ","0.8","","3.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965cf","2026-01-01 05:03:39.000 Asia/Muscat","","2026-01-01 07:32:59.000 Asia/Muscat","OMDB","FDB1XE  ","2.5","","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"760982","2026-01-01 05:03:53.000 Asia/Muscat","OMDB","2026-01-01 07:04:26.000 Asia/Muscat","","PIA234  ","2.0","2.800000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8963b3","2026-01-01 05:04:59.000 Asia/Muscat","OMDB","2026-01-01 05:15:49.000 Asia/Muscat","","FDB661  ","0.2","2.700000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896216","2026-01-01 05:05:10.000 Asia/Muscat","","2026-01-01 05:34:28.000 Asia/Muscat","OMDB","UAE56F  ","0.5","","5.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"89644f","2026-01-01 05:05:15.000 Asia/Muscat","","2026-01-01 07:50:46.000 Asia/Muscat","OMDB","UAE78P  ","2.8","","4.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"4bb2a5","2026-01-01 05:06:20.000 Asia/Muscat","OMDB","2026-01-01 09:55:47.000 Asia/Muscat","LTFJ","TKJ1XH  ","4.8","1.900000","3.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"89639c","2026-01-01 05:07:17.000 Asia/Muscat","","2026-01-01 05:31:10.000 Asia/Muscat","OMDB","UAE75T  ","0.4","","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965b6","2026-01-01 05:08:08.000 Asia/Muscat","OMDB","2026-01-01 11:36:41.000 Asia/Muscat","EPWA","FDB20Z  ","6.5","2.700000","1.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965b5","2026-01-01 05:09:57.000 Asia/Muscat","OMDB","2026-01-01 10:58:28.000 Asia/Muscat","LYBE","FDB1517 ","5.8","2.700000","0.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"4bb14f","2026-01-01 05:10:53.000 Asia/Muscat","OMDW","2026-01-01 10:55:28.000 Asia/Muscat","VVGL","THY6358 ","5.7","1.100000","27.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"89661f","2026-01-01 05:11:55.000 Asia/Muscat","","2026-01-01 06:09:53.000 Asia/Muscat","OMDB","UAE11N  ","1.0","","5.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"89620a","2026-01-01 05:12:21.000 Asia/Muscat","","2026-01-01 05:37:53.000 Asia/Muscat","OMDB","UAE349  ","0.4","","4.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"8013db","2026-01-01 05:13:27.000 Asia/Muscat","","2026-01-01 09:03:53.000 Asia/Muscat","OMDB","IGO71W  ","3.8","","5.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"89644d","2026-01-01 05:13:53.000 Asia/Muscat","","2026-01-01 12:10:28.000 Asia/Muscat","OMDB","UAE4M   ","6.9","","5.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"896335","2026-01-01 05:14:47.000 Asia/Muscat","OMDB","2026-01-01 08:11:57.000 Asia/Muscat","","FDB2PJ  ","3.0","1.400000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896318","2026-01-01 05:16:51.000 Asia/Muscat","","2026-01-01 07:49:21.000 Asia/Muscat","OMDB","UAE194  ","2.5","","4.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"896622","2026-01-01 05:17:18.000 Asia/Muscat","","2026-01-01 06:13:18.000 Asia/Muscat","OMDB","UAE854  ","0.9","","4.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"896679","2026-01-01 05:18:04.000 Asia/Muscat","","2026-01-01 06:18:29.000 Asia/Muscat","OMDB","UAE824  ","1.0","","5.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"ac54b1","2026-01-01 05:18:36.000 Asia/Muscat","","2026-01-01 10:30:27.000 Asia/Muscat","OMDW","FDX5030 ","5.2","","3.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"896305","2026-01-01 05:18:38.000 Asia/Muscat","OMDB","2026-01-01 22:49:15.000 Asia/Muscat","OMDB","UAE356  ","17.5","3.000000","6.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"89631c","2026-01-01 05:18:58.000 Asia/Muscat","","2026-01-01 06:20:09.000 Asia/Muscat","OMDB","UAE788  ","1.0","","4.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"89618f","2026-01-01 05:20:19.000 Asia/Muscat","","2026-01-01 06:16:29.000 Asia/Muscat","OMDB","UAE13U  ","0.9","","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"89666a","2026-01-01 05:21:38.000 Asia/Muscat","","2026-01-01 05:41:27.000 Asia/Muscat","OMSJ","ABY271  ","0.3","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"4bc8c5","2026-01-01 05:22:26.000 Asia/Muscat","OMSJ","2026-01-01 10:09:56.000 Asia/Muscat","LTFJ","PGT747  ","4.8","1.700000","4.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"89634a","2026-01-01 05:22:36.000 Asia/Muscat","OMRK","2026-01-01 11:52:06.000 Asia/Muscat","OMRK","ABY854  ","6.5","1.700000","5.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"a7dba2","2026-01-01 05:23:27.000 Asia/Muscat","","2026-01-01 14:27:43.000 Asia/Muscat","OMDW","UPS11   ","9.1","","3.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"896496","2026-01-01 05:23:45.000 Asia/Muscat","","2026-01-01 05:52:56.000 Asia/Muscat","OMSJ","ABY588  ","0.5","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"896626","2026-01-01 05:23:54.000 Asia/Muscat","","2026-01-01 05:39:44.000 Asia/Muscat","OMDB","UAE4V   ","0.3","","4.600000","2026-01-01 04:00:00.000 Asia/Muscat"
"896211","2026-01-01 05:24:23.000 Asia/Muscat","OMDB","2026-01-01 07:46:13.000 Asia/Muscat","VIDP","UAE510  ","2.4","2.600000","3.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"8963c9","2026-01-01 05:25:56.000 Asia/Muscat","","2026-01-01 06:07:57.000 Asia/Muscat","OMSJ","ABY806  ","0.7","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"89610d","2026-01-01 05:26:24.000 Asia/Muscat","","2026-01-01 06:11:28.000 Asia/Muscat","OMDB","UAE176  ","0.8","","4.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"896192","2026-01-01 05:26:49.000 Asia/Muscat","","2026-01-01 06:21:47.000 Asia/Muscat","OMDB","UAE35Q  ","0.9","","5.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"8962d0","2026-01-01 05:26:59.000 Asia/Muscat","","2026-01-01 05:56:57.000 Asia/Muscat","OMSJ","ABY423  ","0.5","","2.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"896308","2026-01-01 05:27:26.000 Asia/Muscat","OMDB","2026-01-01 09:13:42.000 Asia/Muscat","VGZR","UAE9U   ","3.8","2.900000","0.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964a2","2026-01-01 05:27:50.000 Asia/Muscat","","2026-01-01 05:59:58.000 Asia/Muscat","OMDB","UAE60L  ","0.5","","5.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"896471","2026-01-01 05:28:25.000 Asia/Muscat","KIAH","2026-01-01 19:49:39.000 Asia/Muscat","OMDB","UAE2VL  ","14.4","3.700000","6.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"89647a","2026-01-01 05:28:38.000 Asia/Muscat","","2026-01-01 06:25:22.000 Asia/Muscat","OMDB","UAE58   ","0.9","","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"896178","2026-01-01 05:28:48.000 Asia/Muscat","","2026-01-01 05:52:16.000 Asia/Muscat","OMDB","UAE387  ","0.4","","4.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"896620","2026-01-01 05:30:38.000 Asia/Muscat","","2026-01-01 05:54:59.000 Asia/Muscat","OMDB","UAE33M  ","0.4","","5.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"89639d","2026-01-01 05:32:12.000 Asia/Muscat","","2026-01-01 06:33:13.000 Asia/Muscat","OMDB","UAE39L  ","1.0","","7.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964d0","2026-01-01 05:32:35.000 Asia/Muscat","","2026-01-01 06:28:55.000 Asia/Muscat","OMDB","FDB4CE  ","0.9","","4.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"89665d","2026-01-01 05:33:43.000 Asia/Muscat","","2026-01-01 06:35:45.000 Asia/Muscat","OMSJ","ABY706  ","1.0","","2.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"896313","2026-01-01 05:34:21.000 Asia/Muscat","","2026-01-01 06:04:27.000 Asia/Muscat","OMDB","UAE714  ","0.5","","5.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"06a061","2026-01-01 05:34:25.000 Asia/Muscat","OMDB","2026-01-01 06:19:57.000 Asia/Muscat","OTHH","QTR71L  ","0.8","2.300000","4.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964b7","2026-01-01 05:34:48.000 Asia/Muscat","","2026-01-01 05:57:26.000 Asia/Muscat","OMDB","UAE501  ","0.4","","5.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964c6","2026-01-01 05:36:17.000 Asia/Muscat","","2026-01-01 06:05:25.000 Asia/Muscat","OMSJ","ABY497  ","0.5","","2.600000","2026-01-01 04:00:00.000 Asia/Muscat"
"04c148","2026-01-01 05:36:24.000 Asia/Muscat","","2026-01-01 06:08:22.000 Asia/Muscat","OMDB","KQA304  ","0.5","","4.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"4bb2b2","2026-01-01 05:36:49.000 Asia/Muscat","OMSJ","2026-01-01 10:18:56.000 Asia/Muscat","LTFJ","TKJ222  ","4.7","1.600000","4.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"4ba9cd","2026-01-01 05:37:18.000 Asia/Muscat","","2026-01-01 06:30:05.000 Asia/Muscat","OMDB","THY4CH  ","0.9","","7.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"8940c4","2026-01-01 05:38:36.000 Asia/Muscat","OMDB","2026-01-01 07:34:28.000 Asia/Muscat","","DHX547  ","1.9","1.700000","","2026-01-01 04:00:00.000 Asia/Muscat"
"7609f6","2026-01-01 05:38:44.000 Asia/Muscat","","2026-01-01 08:12:41.000 Asia/Muscat","OMSJ","FJL740  ","2.6","","2.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965d2","2026-01-01 05:39:49.000 Asia/Muscat","","2026-01-01 07:57:27.000 Asia/Muscat","OMDB","FDB3JE  ","2.3","","4.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965d4","2026-01-01 05:40:47.000 Asia/Muscat","OMDB","2026-01-01 09:10:24.000 Asia/Muscat","LLBG","FDB1327 ","3.5","3.300000","1.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"896364","2026-01-01 05:40:57.000 Asia/Muscat","","2026-01-01 06:28:57.000 Asia/Muscat","OMSJ","ABY749  ","0.8","","2.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"896453","2026-01-01 05:41:10.000 Asia/Muscat","","2026-01-01 06:34:55.000 Asia/Muscat","OMDB","UAE816  ","0.9","","7.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"711542","2026-01-01 05:41:10.000 Asia/Muscat","","2026-01-01 06:27:34.000 Asia/Muscat","OMDW","KNE241  ","0.8","","3.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"89611e","2026-01-01 05:41:25.000 Asia/Muscat","KMCO","2026-01-01 18:51:59.000 Asia/Muscat","OMDB","UAE220  ","13.2","2.500000","5.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"7609e5","2026-01-01 05:43:18.000 Asia/Muscat","OMDB","2026-01-01 07:40:56.000 Asia/Muscat","","ABQ211  ","2.0","2.800000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8963d1","2026-01-01 05:43:35.000 Asia/Muscat","","2026-01-01 06:37:42.000 Asia/Muscat","OMDB","UAE8T   ","0.9","","7.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964d9","2026-01-01 05:43:44.000 Asia/Muscat","","2026-01-01 06:12:35.000 Asia/Muscat","OMSJ","ABY464  ","0.5","","2.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"896371","2026-01-01 05:43:57.000 Asia/Muscat","","2026-01-01 06:31:13.000 Asia/Muscat","OMSJ","ABY945  ","0.8","","2.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"06a155","2026-01-01 05:44:16.000 Asia/Muscat","OMSJ","2026-01-01 06:37:25.000 Asia/Muscat","OTHH","QTR1061 ","0.9","1.300000","6.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"896555","2026-01-01 05:44:55.000 Asia/Muscat","OMDB","2026-01-01 08:24:54.000 Asia/Muscat","VIDP","FDB441  ","2.7","2.600000","3.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"896319","2026-01-01 05:45:48.000 Asia/Muscat","","2026-01-01 06:23:42.000 Asia/Muscat","OMDB","UAE6W   ","0.6","","4.600000","2026-01-01 04:00:00.000 Asia/Muscat"
"896486","2026-01-01 05:45:49.000 Asia/Muscat","","2026-01-01 06:02:29.000 Asia/Muscat","OMSJ","ABY455  ","0.3","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"aa86fb","2026-01-01 05:46:58.000 Asia/Muscat","","2026-01-01 06:29:43.000 Asia/Muscat","OMDW","CKS702  ","0.7","","3.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"8013da","2026-01-01 05:47:22.000 Asia/Muscat","OMDB","2026-01-01 06:08:46.000 Asia/Muscat","","IGO79E  ","0.4","2.000000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8965d7","2026-01-01 05:47:54.000 Asia/Muscat","","2026-01-01 06:14:58.000 Asia/Muscat","OMDB","FDB732  ","0.5","","4.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"896219","2026-01-01 05:47:55.000 Asia/Muscat","","2026-01-01 06:31:41.000 Asia/Muscat","OMDB","UAE21W  ","0.7","","7.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"8966a3","2026-01-01 05:49:27.000 Asia/Muscat","","2026-01-01 06:23:48.000 Asia/Muscat","OMSJ","ABY739  ","0.6","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965c1","2026-01-01 05:49:39.000 Asia/Muscat","OMDB","2026-01-01 06:09:57.000 Asia/Muscat","","FDB619  ","0.3","2.900000","","2026-01-01 04:00:00.000 Asia/Muscat"
"8964e8","2026-01-01 05:50:45.000 Asia/Muscat","","2026-01-01 06:10:08.000 Asia/Muscat","OMSJ","ABY254  ","0.3","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"8963df","2026-01-01 05:50:59.000 Asia/Muscat","","2026-01-01 06:40:55.000 Asia/Muscat","OMDB","UAE7DN  ","0.8","","7.700000","2026-01-01 04:00:00.000 Asia/Muscat"
"896668","2026-01-01 05:51:09.000 Asia/Muscat","OBBI","2026-01-01 06:40:20.000 Asia/Muscat","OMSJ","ABY108  ","0.8","11.800000","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"04c03b","2026-01-01 05:52:00.000 Asia/Muscat","OMDB","2026-01-01 10:34:11.000 Asia/Muscat","HKNW","KQA311D ","4.7","2.700000","7.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"4d20d7","2026-01-01 05:52:19.000 Asia/Muscat","VAJJ","2026-01-01 14:41:27.000 Asia/Muscat","OMDW","VJT842  ","8.8","5.900000","5.600000","2026-01-01 04:00:00.000 Asia/Muscat"
"8963e1","2026-01-01 05:53:21.000 Asia/Muscat","","2026-01-01 06:27:12.000 Asia/Muscat","OMDB","UAE371  ","0.6","","4.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"40826a","2026-01-01 05:54:02.000 Asia/Muscat","OMDB","2026-01-01 09:08:47.000 Asia/Muscat","","SEJ024  ","3.2","2.400000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896559","2026-01-01 05:54:13.000 Asia/Muscat","VTBS","2026-01-01 12:25:43.000 Asia/Muscat","OMSJ","ABY822  ","6.5","1.900000","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"a84343","2026-01-01 05:56:34.000 Asia/Muscat","OMDW","2026-01-01 12:09:29.000 Asia/Muscat","ZGSZ","UPS76   ","6.2","1.100000","11.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"896603","2026-01-01 05:57:09.000 Asia/Muscat","UGTB","2026-01-01 08:34:28.000 Asia/Muscat","OMDB","FDB5PS  ","2.6","0.900000","5.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"80148f","2026-01-01 05:59:23.000 Asia/Muscat","OMSJ","2026-01-01 08:29:54.000 Asia/Muscat","","IGO1422 ","2.5","1.600000","","2026-01-01 04:00:00.000 Asia/Muscat"
"040262","2026-01-01 06:01:24.000 Asia/Muscat","OMDB","2026-01-01 21:27:57.000 Asia/Muscat","GOBD","ETH909  ","15.4","2.700000","4.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965f6","2026-01-01 06:01:53.000 Asia/Muscat","OTHH","2026-01-01 06:44:55.000 Asia/Muscat","OMSJ","ABY082  ","0.7","1.100000","1.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"8965b4","2026-01-01 06:02:18.000 Asia/Muscat","","2026-01-01 06:51:37.000 Asia/Muscat","OMDB","FDB1406 ","0.8","","4.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"896616","2026-01-01 06:02:25.000 Asia/Muscat","VHHH","2026-01-01 14:17:28.000 Asia/Muscat","OMDW","UAE9885 ","8.3","1.800000","5.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"896411","2026-01-01 06:03:21.000 Asia/Muscat","","2026-01-01 06:26:57.000 Asia/Muscat","OMSJ","ABY419  ","0.4","","2.300000","2026-01-01 04:00:00.000 Asia/Muscat"
"89659d","2026-01-01 06:03:46.000 Asia/Muscat","","2026-01-01 06:58:55.000 Asia/Muscat","OMSJ","ABY069  ","0.9","","0.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964a7","2026-01-01 06:04:46.000 Asia/Muscat","","2026-01-01 06:36:17.000 Asia/Muscat","OMDB","UAE405  ","0.5","","7.900000","2026-01-01 04:00:00.000 Asia/Muscat"
"801686","2026-01-01 06:05:44.000 Asia/Muscat","VIDP","2026-01-01 11:53:43.000 Asia/Muscat","OMSJ","AXB1228 ","5.8","1.500000","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"8964da","2026-01-01 06:08:17.000 Asia/Muscat","","2026-01-01 06:42:48.000 Asia/Muscat","OMSJ","ABY411  ","0.6","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"89638d","2026-01-01 06:08:17.000 Asia/Muscat","","2026-01-01 06:37:39.000 Asia/Muscat","OMSJ","ABY468  ","0.5","","2.500000","2026-01-01 04:00:00.000 Asia/Muscat"
"7609eb","2026-01-01 06:09:04.000 Asia/Muscat","OMDB","2026-01-01 08:10:37.000 Asia/Muscat","","PIA284  ","2.0","1.900000","","2026-01-01 04:00:00.000 Asia/Muscat"
"717ca1","2026-01-01 06:10:02.000 Asia/Muscat","OMDB","2026-01-01 07:07:21.000 Asia/Muscat","","SVA591  ","1.0","1.600000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896110","2026-01-01 06:11:26.000 Asia/Muscat","","2026-01-01 06:49:27.000 Asia/Muscat","OMDB","UAE978  ","0.6","","5.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"896587","2026-01-01 06:13:03.000 Asia/Muscat","","2026-01-01 07:03:44.000 Asia/Muscat","OMSJ","ABY161  ","0.8","","2.400000","2026-01-01 04:00:00.000 Asia/Muscat"
"89505d","2026-01-01 06:13:29.000 Asia/Muscat","OMDB","2026-01-01 13:39:43.000 Asia/Muscat","WBSB","RBA98   ","7.4","2.600000","0.100000","2026-01-01 04:00:00.000 Asia/Muscat"
"8003f2","2026-01-01 06:14:12.000 Asia/Muscat","","2026-01-01 06:33:26.000 Asia/Muscat","OMSJ","AXB613  ","0.3","","2.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"896401","2026-01-01 06:17:44.000 Asia/Muscat","","2026-01-01 06:51:51.000 Asia/Muscat","OMRK","ABY831  ","0.6","","4.000000","2026-01-01 04:00:00.000 Asia/Muscat"
"44008f","2026-01-01 06:18:41.000 Asia/Muscat","OMDB","2026-01-01 12:30:43.000 Asia/Muscat","LOWW","AUA90   ","6.2","2.000000","1.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"8966af","2026-01-01 06:20:08.000 Asia/Muscat","VNKT","2026-01-01 11:07:29.000 Asia/Muscat","OMSJ","ABY537  ","4.8","9.900000","2.200000","2026-01-01 04:00:00.000 Asia/Muscat"
"700002","2026-01-01 06:20:13.000 Asia/Muscat","OMDB","2026-01-01 06:49:29.000 Asia/Muscat","","AFG402  ","0.5","2.300000","","2026-01-01 04:00:00.000 Asia/Muscat"
"896173","2026-01-01 06:20:14.000 Asia/Muscat","","2026-01-01 06:44:51.000 Asia/Muscat","OMDB","UAE9Q   ","0.4","","7.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"896514","2026-01-01 06:20:33.000 Asia/Muscat","","2026-01-01 07:28:47.000 Asia/Muscat","OMDB","FDB850  ","1.1","","4.600000","2026-01-01 04:00:00.000 Asia/Muscat"
"896513","2026-01-01 06:21:12.000 Asia/Muscat","OMDB","2026-01-01 09:50:50.000 Asia/Muscat","LLBG","FDB1073 ","3.5","2.600000","3.800000","2026-01-01 04:00:00.000 Asia/Muscat"
"89648e","2026-01-01 06:22:09.000 Asia/Muscat","OMDB","2026-01-01 14:24:25.000 Asia/Muscat","OMDB","FDB443  ","8.0","2.600000","5.400000","2026-01-01 04:00:00.000 Asia/Muscat"
